,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
ø̰,0.0003681885125184094,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0
o̞,0.0003681885125184094,0,0,1,0,1,0,1,0,0,0,1,-1,0,1,0,0,0,0
o̯,0.0003681885125184094,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
o̟,0.0003681885125184094,0,0,1,0,1,0,1,0,0,0,-1,1,0,1,0,0,0,0
o̝,0.0003681885125184094,0,0,1,-1,1,0,1,0,0,0,1,1,0,1,0,0,0,0
o̘,0.0003681885125184094,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
o̙,0.0003681885125184094,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
ŏ̞,0.0007363770250368188,0,0,1,0,1,0,1,0,0,0,1,-1,0,1,0,1,0,0
ö̞,0.0003681885125184094,0,0,1,0,1,0,1,0,0,0,-1,-1,0,1,0,0,0,0
õ̞,0.02577319587628866,0,0,1,0,1,0,1,0,0,1,1,-1,0,1,0,0,0,0
o̟̞,0.0003681885125184094,0,0,1,0,1,0,1,0,0,0,-1,-1,0,1,0,0,0,0
o̞̜,0.0003681885125184094,0,0,1,0,1,0,1,0,0,0,1,-1,0,-1,0,0,0,0
o̞̙,0.0003681885125184094,0,0,1,0,1,0,1,0,0,0,1,-1,0,1,0,0,1,0
o̞̥,0.0003681885125184094,0,0,0,0,1,0,1,0,0,0,1,-1,0,1,0,0,0,0
o̞̰,0.0003681885125184094,0,0,1,0,1,0,1,0,0,0,1,-1,1,1,0,0,0,0
õ̞̰,0.0003681885125184094,0,0,1,0,1,0,1,0,0,1,1,-1,1,1,0,0,0,0
o̤,0.009204712812960236,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0
o̰,0.007363770250368188,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0
õ̰,0.0014727540500736377,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0
oː,0.2106038291605302,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0
õː,0.021723122238586155,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0
øː,0.015832106038291605,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0
ø̃ː,0.0014727540500736377,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0
ø̞ː,0.0014727540500736377,0,0,1,0,1,1,1,1,0,0,0,-1,0,1,0,0,0,0
ø̞̜ː,0.0003681885125184094,0,0,1,0,1,1,1,1,0,0,0,-1,0,-1,0,0,0,0
o̞ː,0.0003681885125184094,0,0,1,0,1,1,1,0,0,0,1,-1,0,1,0,0,0,0
o̘ː,0.0003681885125184094,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1
õ̞ː,0.0011045655375552283,0,0,1,0,1,1,1,0,0,1,1,-1,0,1,0,0,0,0
o̞̜ː,0.0003681885125184094,0,0,1,0,1,1,1,0,0,0,1,-1,0,-1,0,0,0,0
o̤ː,0.0022091310751104565,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0
o̰ː,0.0003681885125184094,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0
oˑ,0.0029455081001472753,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0
øˑ,0.0003681885125184094,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0
o̟ˑ,0.0003681885125184094,0,0,1,0,1,1,1,0,0,0,-1,1,0,1,0,1,0,0
o̤ˑ,0.0007363770250368188,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0
o̰ˑ,0.0003681885125184094,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0
œ,0.026509572901325478,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
œ̃,0.0022091310751104565,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
œ̞,0.0003681885125184094,0,0,1,0,1,0,1,1,0,0,0,0,0,1,-1,0,0,0
œ̜,0.0003681885125184094,0,0,1,0,1,0,1,1,0,0,0,0,0,-1,0,0,0,0
œ̤,0.0003681885125184094,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
œː,0.009941089837997054,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
œ̃ː,0.001840942562592047,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0
œ̜ː,0.0003681885125184094,0,0,1,0,1,1,1,1,0,0,0,0,0,-1,0,0,0,0
œ̞ː,0.0003681885125184094,0,0,1,0,1,1,1,1,0,0,0,0,0,1,-1,0,0,0
œ̰ː,0.0003681885125184094,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0
oo,0.0003681885125184094,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
oˀ,0.0003681885125184094,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0
ɶ,0.0003681885125184094,0,0,1,0,1,0,1,0,0,0,0,-1,0,1,1,0,0,0
ɶ̝,0.0003681885125184094,0,0,1,0,1,0,1,0,0,0,0,-1,0,1,-1,0,0,0
ɶː,0.0003681885125184094,0,0,1,0,1,1,1,0,0,0,0,-1,0,1,1,0,0,0
ɔ,0.3545655375552283,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
ɔ̆,0.0011045655375552283,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
ɔ̃,0.08026509572901326,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
ɔ̽,0.0007363770250368188,0,0,1,0,1,0,1,0,0,0,-1,0,0,1,0,0,0,0
ɔ̯,0.0003681885125184094,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
ɔ̙,0.0003681885125184094,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
ɔ̝,0.0003681885125184094,0,0,1,0,1,0,1,0,0,0,1,-1,0,1,0,0,0,0
ɔ̜,0.0003681885125184094,0,0,1,0,1,0,1,0,0,0,1,0,0,-1,0,0,0,0
ɔ̞,0.0003681885125184094,0,0,1,0,1,0,1,0,0,0,1,0,0,1,-1,0,0,0
ɔ̞̃,0.0003681885125184094,0,0,1,0,1,0,1,0,0,1,1,0,0,1,-1,0,0,0
ɔ̟̜,0.0007363770250368188,0,0,1,0,1,0,1,0,0,0,-1,0,0,-1,0,0,0,0
ɔ̟̜̰,0.0003681885125184094,0,0,1,0,1,0,1,0,0,0,-1,0,1,-1,0,0,0,0
ɔ̤,0.006995581737849779,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
ɔ̰,0.002577319587628866,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
ɔː,0.10714285714285714,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0
ɔ̃ː,0.014727540500736377,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0
ɔ̘ː,0.0003681885125184094,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1
ɔ̙ː,0.0003681885125184094,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0
ɔ̝ː,0.0003681885125184094,0,0,1,0,1,1,1,0,0,0,1,-1,0,1,0,0,0,0
ɔ̜ː,0.0003681885125184094,0,0,1,0,1,1,1,0,0,0,1,0,0,-1,0,0,0,0
ɔ̞ː,0.0003681885125184094,0,0,1,0,1,1,1,0,0,0,1,0,0,1,-1,0,0,0
ɔ̜̃ː,0.0003681885125184094,0,0,1,0,1,1,1,0,0,1,1,0,0,-1,0,0,0,0
ɔ̞̃ː,0.0003681885125184094,0,0,1,0,1,1,1,0,0,1,1,0,0,1,-1,0,0,0
ɔ̟̜ː,0.0003681885125184094,0,0,1,0,1,1,1,0,0,0,-1,0,0,-1,0,0,0,0
ɔ̟̜̃ː,0.0003681885125184094,0,0,1,0,1,1,1,0,0,1,-1,0,0,-1,0,0,0,0
ɔ̤ː,0.0029455081001472753,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0
ɔ̤̃ː,0.0003681885125184094,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0
ɔ̰ː,0.0007363770250368188,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0
ɔˑ,0.0007363770250368188,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0
ɔ̤ˑ,0.0011045655375552283,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0
ɔ̰ˑ,0.0003681885125184094,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0
ɵ,0.012518409425625921,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
ɵ̆,0.0003681885125184094,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
ɵ̃,0.0007363770250368188,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
ɵ̞,0.004050073637702504,0,0,1,0,1,0,1,0,0,0,0,-1,0,1,0,0,0,0
ɵ̟,0.004050073637702504,0,0,1,0,1,0,1,-1,0,0,0,1,0,1,0,0,0,0
ɵ̞̆,0.0011045655375552283,0,0,1,0,1,0,1,0,0,0,0,-1,0,1,0,1,0,0
ɵ̞̰,0.0003681885125184094,0,0,1,0,1,0,1,0,0,0,0,-1,1,1,0,0,0,0
ɵ̤,0.0007363770250368188,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
ɵː,0.004786450662739323,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0
ɵ̞ː,0.001840942562592047,0,0,1,0,1,1,1,0,0,0,0,-1,0,1,0,0,0,0
ɵ̤ː,0.0003681885125184094,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0
u,0.8869661266568483,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0
ŭ,0.002577319587628866,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0
ŭ̃,0.0003681885125184094,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0
ü,0.0003681885125184094,0,0,1,1,1,0,1,0,0,0,-1,-1,0,1,0,0,0,0
ũ,0.17341678939617083,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0
u̘,0.0003681885125184094,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1
u̙,0.0003681885125184094,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0
u̞,0.0003681885125184094,0,0,1,1,1,0,1,0,0,0,1,-1,0,1,0,0,0,0
u̜,0.0003681885125184094,0,0,1,1,1,0,1,0,0,0,1,1,0,-1,0,0,0,0
u̯,0.0003681885125184094,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0
u̟,0.0003681885125184094,0,0,1,1,1,0,1,0,0,0,-1,1,0,1,0,0,0,0
ũ̯,0.0007363770250368188,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0
ṳ,0.008836524300441826,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0
u̥,0.001840942562592047,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0
ṵ,0.007731958762886598,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0
ṵ̃,0.0014727540500736377,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0
uː,0.296759941089838,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0
üː,0.0011045655375552283,0,0,1,1,1,1,1,0,0,0,-1,-1,0,1,0,0,0,0
ũː,0.03424153166421208,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0
u̞ː,0.0014727540500736377,0,0,1,1,1,1,1,0,0,0,1,-1,0,1,0,0,0,0
ṳː,0.0022091310751104565,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0
ṳ̃ː,0.0003681885125184094,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0
ṵː,0.0003681885125184094,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
uˑ,0.0022091310751104565,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0
u̞ˑ,0.0003681885125184094,0,0,1,1,1,1,1,0,0,0,1,-1,0,1,0,1,0,0
ṳˑ,0.0011045655375552283,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0
uʱ,0.0003681885125184094,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0
uˀ,0.0003681885125184094,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0
ʉ,0.023564064801178203,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
ʉ̆,0.0003681885125184094,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
ʉ̃,0.0014727540500736377,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0
ʉ̞,0.0007363770250368188,0,0,1,1,1,0,1,0,0,0,0,-1,0,1,0,0,0,0
ʉ̟,0.0007363770250368188,0,0,1,1,1,0,1,-1,0,0,0,1,0,1,0,0,0,0
ʉ̰,0.0003681885125184094,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0
ʉː,0.0062592047128129605,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
ʉ̃ː,0.0007363770250368188,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0
ʉ̟ː,0.0003681885125184094,0,0,1,1,1,1,1,-1,0,0,0,1,0,1,0,0,0,0
ɯ,0.06296023564064801,0,0,1,1,1,0,0,0,0,0,1,1,0,-1,0,0,0,0
ɯ̆,0.0003681885125184094,0,0,1,1,1,0,0,0,0,0,1,1,0,-1,0,1,0,0
ɯ̃,0.013622974963181149,0,0,1,1,1,0,0,0,0,1,1,1,0,-1,0,0,0,0
ɯ̽,0.0033136966126656848,0,0,1,-1,1,0,0,0,0,0,-1,-1,0,-1,0,0,0,0
ɯ̞,0.0003681885125184094,0,0,1,1,1,0,0,0,0,0,1,-1,0,-1,0,0,0,0
ɯ̟,0.0003681885125184094,0,0,1,1,1,0,0,0,0,0,-1,1,0,-1,0,0,0,0
ɯ̝,0.0003681885125184094,0,0,1,1,1,0,0,0,0,0,1,1,0,-1,0,0,0,0
ɯ̙,0.0003681885125184094,0,0,1,1,1,0,0,0,0,0,1,1,0,-1,0,0,1,0
ɯ̞̆,0.0003681885125184094,0,0,1,1,1,0,0,0,0,0,1,-1,0,-1,0,1,0,0
ɯ̞̯,0.0003681885125184094,0,0,1,1,0,0,0,0,0,0,1,-1,0,-1,0,0,0,0
ɯ̤,0.0029455081001472753,0,0,1,1,1,0,0,0,1,0,1,1,0,-1,0,0,0,0
ɯ̰,0.001840942562592047,0,0,1,1,1,0,0,0,0,0,1,1,1,-1,0,0,0,0
ɯː,0.015463917525773196,0,0,1,1,1,1,0,0,0,0,1,1,0,-1,0,0,0,0
ɯ̃ː,0.001840942562592047,0,0,1,1,1,1,0,0,0,1,1,1,0,-1,0,0,0,0
ɯ̽ː,0.0007363770250368188,0,0,1,-1,1,1,0,0,0,0,-1,-1,0,-1,0,0,0,0
ɯ̤ː,0.0003681885125184094,0,0,1,1,1,1,0,0,1,0,1,1,0,-1,0,0,0,0
ɯ̰̽ː,0.0003681885125184094,0,0,1,-1,1,1,0,0,0,0,-1,-1,1,-1,0,0,0,0
ɯˑ,0.0003681885125184094,0,0,1,1,1,1,0,0,0,0,1,1,0,-1,0,1,0,0
ʊ,0.1406480117820324,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
ʊ̆,0.0007363770250368188,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0
ʊ̈,0.0011045655375552283,0,0,1,1,1,0,1,0,0,0,-1,0,0,1,0,0,0,0
ʊ̃,0.03166421207658321,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0
ʊ̽,0.0003681885125184094,0,0,1,-1,1,0,1,0,0,0,-1,0,0,1,0,0,0,0
ʊ̯,0.0007363770250368188,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
ʊ̙,0.0007363770250368188,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
ʊ̟,0.0007363770250368188,0,0,1,1,1,0,1,0,0,0,-1,0,0,1,0,0,0,0
ʊ̜,0.0007363770250368188,0,0,1,1,1,0,1,0,0,0,1,0,0,-1,0,0,0,0
ʊ̞,0.0007363770250368188,0,0,1,-1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
ʊ̞̈,0.0003681885125184094,0,0,1,-1,1,0,1,0,0,0,-1,0,0,1,0,0,0,0
ʊ̜̈,0.0003681885125184094,0,0,1,1,1,0,1,0,0,0,-1,0,0,-1,0,0,0,0
ʊ̤,0.0011045655375552283,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
ʊ̰,0.0003681885125184094,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0
ʊː,0.030927835051546393,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
ʊ̈ː,0.0003681885125184094,0,0,1,1,1,1,1,0,0,0,-1,0,0,1,0,0,0,0
ʊ̃ː,0.001840942562592047,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0
ʊ̙ː,0.0007363770250368188,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0
ʊ̤ː,0.0003681885125184094,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0
ʌ,0.04639175257731959,0,1,1,0,1,0,0,0,0,0,1,0,0,-1,0,0,0,0
ʌ̃,0.008468335787923416,0,0,1,0,1,0,0,0,0,1,1,0,0,-1,0,0,0,0
ʌ̯,0.0003681885125184094,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0
ʌ̤,0.0014727540500736377,0,0,1,0,1,0,0,0,1,0,1,0,0,-1,0,0,0,0
ʌː,0.006995581737849779,0,0,1,0,1,1,0,0,0,0,1,0,0,-1,0,0,0,0
ʌ̃ː,0.0011045655375552283,0,0,1,0,1,1,0,0,0,1,1,0,0,-1,0,0,0,0
ʌ̤ː,0.0007363770250368188,0,0,1,0,1,1,0,0,1,0,1,0,0,-1,0,0,0,0
y,0.05817378497790869,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0
y̆,0.0003681885125184094,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
ỹ,0.0033136966126656848,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0
y̞,0.0011045655375552283,0,0,1,1,1,0,1,1,0,0,0,-1,0,1,0,0,0,0
y̤,0.0011045655375552283,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0
y̰,0.0003681885125184094,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0
yː,0.020618556701030927,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0
ỹː,0.0022091310751104565,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
y̰ː,0.0003681885125184094,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0
yˑ,0.0003681885125184094,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0
ʏ,0.007363770250368188,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
ʏ̃,0.0003681885125184094,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0
ʏː,0.001840942562592047,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
ʏ̃ː,0.0003681885125184094,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
